currency_from,currency_to,exchange_rate
btc,eth,29.144299322522322
btc,ltc,1086.57616892911
btc,xrp,42569.090909090904
btc,ada,208657.60163625062
btc,bch,157.36658152977552
btc,eos,480109.092400443
btc,sol,645.6977385548814
btc,dot,39683.05084745763
btc,link,6383.9127471029315
btc,uni,15227.967479674797
btc,avax,6357.909029192125
btc,xlm,364606.12478490063
eth,btc,0.03431202750608636
eth,ltc,37.28263139575357
eth,xrp,1460.631818181818
eth,ada,7159.465366697042
eth,bch,5.399566473988439
eth,eos,16473.516384366158
eth,sol,22.15519856591285
eth,dot,1361.6059322033898
eth,link,219.0449897750511
eth,uni,522.5024390243902
eth,avax,218.15274949083502
eth,xlm,12510.375382507067
ltc,btc,0.0009203220433092726
ltc,eth,0.026822141103320794
ltc,xrp,39.17727272727272
ltc,ada,192.0321902898864
ltc,bch,0.14482793386207823
ltc,eos,441.854980929336
ltc,sol,0.594249862107005
ltc,dot,36.521186440677965
ltc,link,5.875255623721881
ltc,uni,14.014634146341463
ltc,avax,5.85132382892057
ltc,xlm,335.55505376511536
xrp,btc,2.3491222824926326e-05
xrp,eth,0.0006846352294617212
xrp,ltc,0.025525002900568514
xrp,ada,4.9016222141518755
xrp,bch,0.003696733431912892
xrp,eos,11.278349669851949
xrp,sol,0.015168229453943742
xrp,dot,0.9322033898305085
xrp,link,0.1499659168370825
xrp,uni,0.35772357723577236
xrp,avax,0.14935505770536323
xrp,xlm,8.565043720654995
ada,btc,4.79254046897023e-06
ada,eth,0.0001396752339429699
ada,ltc,0.005207460262211393
ada,xrp,0.2040140909090909
ada,bch,0.0007541857104449522
ada,eos,2.3009422548496903
ada,sol,0.0030945325427468285
ada,dot,0.19018262711864406
ada,link,0.030595160190865712
ada,uni,0.07298065040650406
ada,avax,0.030470536320434484
ada,xlm,1.7473896082660458
bch,btc,0.006354589330713706
bch,eth,0.18520005352602703
bch,ltc,6.904745330084697
bch,xrp,270.5090909090909
bch,ada,1325.933369130029
bch,eos,3050.896116146496
bch,sol,4.103143960286817
bch,dot,252.16949152542375
bch,link,40.567143830947515
bch,uni,96.76747967479675
bch,avax,40.40190088255261
bch,xlm,2316.922190471
eos,btc,2.082859949600649e-06
eos,eth,6.0703493818055076e-05
eos,ltc,0.0022631859844529528
eos,xrp,0.08866545454545453
eos,ada,0.4346045616278733
eos,bch,0.00032777255007393464
eos,sol,0.0013448979591836735
eos,dot,0.08265423728813559
eos,link,0.013296796182685753
eos,uni,0.03171772357723577
eos,avax,0.01324263408010862
eos,xlm,0.7594234946935661
sol,btc,0.0015487122538760517
sol,eth,0.04513613349142183
sol,ltc,1.6827938275902077
sol,xrp,65.92727272727272
sol,ada,323.150584518449
sol,bch,0.24371555316574806
sol,eos,743.5508345978756
sol,dot,61.45762711864407
sol,link,9.886843899113837
sol,uni,23.583739837398372
sol,avax,9.846571622539035
sol,xlm,564.6699732926364
dot,btc,2.5199675394011873e-05
dot,eth,0.0007344268825134826
dot,ltc,0.027381366747882583
dot,xrp,1.0727272727272725
dot,ada,5.258103829726556
dot,bch,0.003965586772415647
dot,eos,12.098593282204815
dot,sol,0.01627137341423056
dot,link,0.16087252897068846
dot,uni,0.3837398373983739
dot,avax,0.1602172437202987
dot,xlm,9.187955991248083
link,btc,0.00015664374492803143
link,eth,0.0045652721891833855
link,ltc,0.17020536025060912
link,xrp,6.668181818181818
link,ada,32.684908128003634
link,bch,0.024650490657346417
link,eos,75.20608620760366
link,sol,0.10114451185879758
link,dot,6.216101694915254
link,uni,2.3853658536585365
link,avax,0.9959266802443991
link,xlm,57.11326881000397
uni,btc,6.566864562422586e-05
uni,eth,0.0019138666641770842
uni,ltc,0.0713539853811347
uni,xrp,2.7954545454545454
uni,ada,13.702262098651833
uni,bch,0.010334050275574675
uni,eos,31.528113849813398
uni,sol,0.042402095973524546
uni,dot,2.605932203389831
uni,link,0.4192229038854806
uni,avax,0.4175152749490835
uni,xlm,23.943190400921914
avax,btc,0.00015728441464143853
avax,eth,0.004583944059077797
avax,ltc,0.17090149669335192
avax,xrp,6.695454545454545
avax,ada,32.818588733844145
avax,bch,0.024751310660034952
avax,eos,75.513677562236
avax,sol,0.10155819084390513
avax,dot,6.241525423728814
avax,link,1.0040899795501024
avax,uni,2.395121951219512
avax,xlm,57.346860911476384
xlm,btc,2.7426856874386024e-06
xlm,eth,7.993365262230853e-05
xlm,ltc,0.002980136906833739
xlm,xrp,0.11675363636363634
xlm,ada,0.57228221758301
xlm,bch,0.00043160707084285516
xlm,eos,1.3167883361358323
xlm,sol,0.0017709459459459458
xlm,dot,0.10883813559322034
xlm,link,0.01750906612133606
xlm,uni,0.04176552845528455
xlm,avax,0.017437746096401897
