currency_from,currency_to,exchange_rate
btc,eth,29.025302175664788
btc,ltc,1086.5226833976835
btc,xrp,43714.07766990291
btc,ada,210310.5929501776
btc,bch,155.97297999480384
btc,eos,502278.49513344676
btc,sol,678.1459447247535
btc,dot,42678.1990521327
btc,link,6626.269315673289
btc,uni,16523.119266055044
btc,avax,6640.929203539823
btc,xlm,377260.7112783152
eth,btc,0.034452699026107425
eth,ltc,37.433638996138995
eth,xrp,1506.0679611650485
eth,ada,7245.76756091466
eth,bch,5.373690135966052
eth,eos,17304.849820118805
eth,sol,23.363958129377213
eth,dot,1470.3791469194314
eth,link,228.29286239882268
eth,uni,569.2660550458716
eth,avax,228.79793510324484
eth,xlm,12997.649740047005
ltc,btc,0.0009203673473920334
ltc,eth,0.026713940370668814
ltc,xrp,40.23300970873786
ltc,ada,193.56300256200066
ltc,bch,0.1435524378626483
ltc,eos,462.2807262180327
ltc,sol,0.6241433842909858
ltc,dot,39.279620853080566
ltc,link,6.098601913171449
ltc,uni,15.207339449541283
ltc,avax,6.112094395280235
ltc,xlm,347.2184401144547
xrp,btc,2.287592586423249e-05
xrp,eth,0.0006639806607574536
xrp,ltc,0.024855212355212358
xrp,ada,4.811049532791039
xrp,bch,0.00356802632718455
xrp,eos,11.490085617870989
xrp,sol,0.015513216356653365
xrp,dot,0.9763033175355451
xrp,link,0.15158204562178074
xrp,uni,0.3779816513761468
xrp,avax,0.15191740412979352
xrp,xlm,8.630188062690356
ada,btc,4.75487223906453e-06
ada,eth,0.0001380116035455278
ada,ltc,0.005166276544401545
ada,xrp,0.20785485436893203
ada,bch,0.00074163159262146
ada,eos,2.3882700727891346
ada,sol,0.003224497326605919
ada,dot,0.20292938388625592
ada,link,0.03150706401766004
ada,uni,0.07856532110091742
ada,avax,0.031576769911504425
ada,xlm,1.7938264829469996
bch,btc,0.00641136689209448
bch,eth,0.1860918614020951
bch,ltc,6.96609555984556
bch,xrp,280.2669902912621
bch,ada,1348.3783726975275
bch,eos,3220.291714309619
bch,sol,4.347842458016418
bch,dot,273.6255924170616
bch,link,42.48344370860927
bch,uni,105.93577981651376
bch,avax,42.57743362831859
bch,xlm,2418.7568339778045
eos,btc,1.9909273633829717e-06
eos,eth,5.778726833199033e-05
eos,ltc,0.0021631877413127412
eos,xrp,0.08703155339805825
eos,ada,0.4187131143138066
eos,bch,0.0003105308738200398
eos,sol,0.001350139317719708
eos,dot,0.08496919431279622
eos,link,0.013192420897718911
eos,uni,0.032896330275229355
eos,avax,0.013221607669616518
eos,xlm,0.7510986732133207
sol,btc,0.0014746088327725398
sol,eth,0.04280096696212731
sol,ltc,1.6021959459459458
sol,xrp,64.46116504854368
sol,ada,310.1258579899622
sol,bch,0.22999913397419242
sol,eos,740.6643054354798
sol,dot,62.93364928909953
sol,link,9.771155261221486
sol,uni,24.365137614678897
sol,avax,9.792772861356932
sol,xlm,556.3119771090545
dot,btc,2.3431166783267257e-05
dot,eth,0.0006800966962127316
dot,ltc,0.02545849420849421
dot,xrp,1.0242718446601942
dot,ada,4.927822579703443
dot,bch,0.0036546289079414564
dot,eos,11.768971191120283
dot,sol,0.015889750734242036
dot,link,0.15526122148638705
dot,uni,0.38715596330275226
dot,avax,0.15560471976401177
dot,xlm,8.839658646736238
link,btc,0.00015091448179365026
link,eth,0.004380338436744561
link,ltc,0.16397200772200773
link,xrp,6.597087378640777
link,ada,31.738914150791373
link,bch,0.0235385814497272
link,eos,75.8010988091586
link,sol,0.10234204382860156
link,dot,6.440758293838863
link,uni,2.493577981651376
link,avax,1.002212389380531
link,xlm,56.93410474367085
uni,btc,6.0521260174789846e-05
uni,eth,0.0017566478646253022
uni,ltc,0.06575772200772201
uni,xrp,2.645631067961165
uni,ada,12.728262113452022
uni,bch,0.009439681302502815
uni,eos,30.398527484173243
uni,sol,0.04104224715716545
uni,dot,2.5829383886255926
uni,link,0.4010301692420898
uni,avax,0.4019174041297935
uni,xlm,22.832293661001188
avax,btc,0.0001505813372422294
avax,eth,0.004370668815471394
avax,ltc,0.16361003861003862
avax,xrp,6.58252427184466
avax,ada,31.66885032264393
avax,bch,0.023486619901273056
avax,eos,75.63376746520903
avax,sol,0.10211612320204835
avax,dot,6.42654028436019
avax,link,0.9977924944812363
avax,uni,2.4880733944954128
avax,xlm,56.80842239324332
xlm,btc,2.650686833016846e-06
xlm,eth,7.693698630136986e-05
xlm,ltc,0.0028800313706563705
xlm,xrp,0.11587233009708738
xlm,ada,0.5574675195770014
xlm,bch,0.00041343552437862643
xlm,eos,1.3313829935577433
xlm,sol,0.0017975525265456736
xlm,dot,0.11312654028436019
xlm,link,0.017564164827078736
xlm,uni,0.04379761467889908
xlm,avax,0.01760302359882006
